Job-Type,Comany,Location,Duration (Months),Stripend (monthly),Incentives,Apply-By,Part-Time,Start
Software Testing,IAppTunes,ChandigarhMohali,3,7000-10000,,31 Jul' 21,,Immediately
Marketing,DTaiLabs,Work From Home,2,8000,,6 Aug' 21,Yes,Immediately
Business Development (Sales),Markytics,PuneMumbai,3,15000,Yes,6 Aug' 21,Yes,Immediately
Marketing,Extension Technologies,FaridabadMohali,6,8000,,6 Aug' 21,,Immediately
Content Writing,Shubham Nari Shakti Mahila Kalyan Samiti,Work From Home,2,Unpaid,,31 Jul' 21,,Immediately
Digital Marketing,GIFOLA,Gurgaon,6,12000-15000,,31 Jul' 21,,Immediately
Crypto Research & Development,Himalaya Labs,Work From Home,3,5000,,6 Aug' 21,Yes,Immediately
Stock Marketing,Investment Times,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Media & Public Relations (PR),Globous Ventures,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Graphic Design,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,,Immediately
Communication Management,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Marketing,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Blog Writing,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Market Research Analysis,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Stock Marketing,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Client Research,Globous Ventures,Work From Home,2,1000,,31 Jul' 21,,Immediately
Social Media Marketing,Drama India (Ahimsa),Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Graphic Design,Drama India (Ahimsa),Work From Home,2,1000,,31 Jul' 21,,Immediately
Public Relation,Drama India (Ahimsa),Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Investment Research Analysis,Drama India (Ahimsa),Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Market Research,Drama India (Ahimsa),Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Marketing Research Analysis,Ahimsa India,Work From Home,3,1000,,31 Jul' 21,Yes,Immediately
Marketing,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
UI/UX Design,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,,Immediately
Graphic Design,Social Parindee Digital Marketing Agency Private Limited,Work From Home,3,2000,,31 Jul' 21,,Immediately
Real Estate Marketing,Ahimsa India,Work From Home,3,1000,,31 Jul' 21,,Immediately
Influencer Management,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Influencer Marketing,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Graphic Design,Ahimsa India,Work From Home,3,15000,,31 Jul' 21,,Immediately
Graphic Design,Ahimsa India,Work From Home,3,8000,,31 Jul' 21,,Immediately
Public Relations Management,Ahimsa India,Work From Home,3,1000,,31 Jul' 21,,Immediately
Social Media Marketing,Ahimsa India,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Business Development,Ahimsa India,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Communications,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Human Resources (HR),Ahimsa India,Work From Home,3,1000,,31 Jul' 21,,Immediately
Digital Marketing,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Blog Writing,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,,Immediately
Public Relations (PR),Ahimsa India,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Content Writing,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
UI/UX Design,Ahimsa India,Work From Home,3,5000,,31 Jul' 21,,Immediately
Stock Marketing,Ahimsa India,Work From Home,2,1000,,31 Jul' 21,Yes,Immediately
Human Resources (HR),Taught,Bangalore,3,12000-16000,,31 Jul' 21,,Immediately
Translation (Spanish),EARLY2NINE,Work From Home,4,1500-2000,,31 Jul' 21,Yes,Immediately
Graphic Design,FlippAR,Work From Home,6,5000,,31 Jul' 21,,Immediately
Business Development (Sales),ZoloStays,ChennaiGurgaonLucknowPuneThiruvananthapuramBangaloreHyderabadMumbaiJaipurNoida,3,7333,,31 Jul' 21,,Immediately
Electrical Engineering,ASMACS Skill Development Limited,Vishakhapatnam,6,10000,,31 Jul' 21,,Immediately
ReactJS,Inkoop,Work From Home,6,15000,,3 Aug' 21,,Immediately
Research (Model-Based Development - Maths/Physics),Technoculture Research,Work From Home,3,12000,,5 Aug' 21,,Immediately
Social Media Marketing,FutoGen Computer Education,ChennaiCoimbatoreSalemMaduraiTrichey,3,5000-8000,,5 Aug' 21,Yes,Immediately
Web Development,Metinfos LLP,Mumbai,6,2000,Yes,31 Jul' 21,,Immediately
Model Development (Matlab/Simulink),Technoculture Research,Work From Home,3,10000-15000,,31 Jul' 21,,Immediately
Email Marketing (Lead Generation),Addictive Media,Work From Home,4,4000-6000,,5 Aug' 21,,Immediately
Marketing,SNARweb,Work From Home,3,3000-5000,,31 Jul' 21,,Immediately
Human Resources (HR),RAMSOL Private Limited,Chennai,2,5000-10000,,5 Aug' 21,,Immediately
Digital Marketing,ZoloStays,Work From Home,3,2000,,31 Jul' 21,,Immediately
Functional Consulting,FinsQ Professional Private Limited,DelhiGurgaon,6,5000,,31 Jul' 21,,Immediately
Business Development (Sales),ZoloStays,Mumbai,1,10000,,31 Jul' 21,,Immediately
Graphic Design,ZoloStays,Work From Home,3,4000,,31 Jul' 21,,Immediately
Media & Public Relations (PR),Studio Talk (Division Of Pinstripe Zebras),Work From Home,4,8000,,5 Aug' 21,,Immediately
Content Writing,ZoloStays,Work From Home,3,3000,,31 Jul' 21,,Immediately
Graphic Design,DTaiLabs,Work From Home,3,8000,,5 Aug' 21,Yes,Immediately
Digital Marketing,Protovo Solutions,Jaipur,6,2000-5000,,5 Aug' 21,,Immediately
Graphic Design,Matrix International,Kolkata,2,5000,,5 Aug' 21,,Immediately
Civil Engineering (Site Supervision),Ridhi Sidhi Constructions,Jaipur,3,4000,,30 Jul' 21,Yes,Immediately
WordPress Development,Onivart Design Studio,Hyderabad,3,10000,,31 Jul' 21,,Immediately
Web Development,Thapar University,Work From Home,1,5000,,31 Jul' 21,Yes,Immediately
Web Development,THE UNIQUE CULTURE,Bhubaneswar,3 (Weeks),12000,,31 Jul' 21,,Immediately
Digital Marketing,Zemote (Contera Engineering Private Limited),Pune,6,10000,,30 Jul' 21,,Immediately
Business Development (Sales),Krishnanjali Technological Solutions,Work From Home,2,10000,Yes,31 Jul' 21,,Immediately
Digital Marketing,Utsav Bindi,Mumbai,6,7000,,5 Aug' 21,Yes,Immediately
Content Writing,Noosyn Tech Private Limited,Work From Home,2,8000,,31 Jul' 21,,Immediately
Business Development (Sales),Yellow Oak Realty,Mumbai,6,12000-15000,,31 Jul' 21,,Immediately
Content Writing,SITARA FOODS,Hyderabad,3,10000,,5 Aug' 21,,Immediately
Operations,Tee Ventures (India) Private Limited,Mumbai,3,10000,,31 Jul' 21,,Immediately
Content Writing,Scintillation Research And Analytics Services,AmritsarChandigarhDharamshalaJalandharLudhianaKangraMandiPatialaShimlaMohaliHamirpurJammuSrinagar,3,5000,Yes,30 Jul' 21,,Immediately
Game Development (Unity),Code And Execute,Work From Home,1,,,5 Aug' 21,,Immediately
Operations,La Opulencia Events Private Limited,Noida,3,5000,,30 Jul' 21,,Immediately
Campus Ambassador,Kamonk Projects Private Limited,DelhiBangaloreMumbai,3,,,30 Jul' 21,Yes,Immediately
Data Extraction & Analysis,Biotel Technologies,Work From Home,2,3000,Yes,31 Jul' 21,Yes,Immediately
PHP Development,Prudential Biotech,Delhi,6,5000-8000,,5 Aug' 21,,Immediately
Software Development,Geodrive Solutions Private Limited,Work From Home,6,5000-10000,,9 Aug' 21,,Immediately
Human Resources (HR),Nitor Infotech,Work From Home,6,12000,,9 Aug' 21,,Immediately
Artificial Intelligence (AI),DTaiLabs,Work From Home,3,15000,,5 Aug' 21,Yes,Immediately
Business Development (Sales),Delta Capital Service,Bangalore,3,3000,,5 Aug' 21,,Immediately
Business Development (Sales),1stMentor,Work From Home,2,1500,Yes,30 Jul' 21,Yes,Immediately
Lead Mining,DutyPar (AI Technologies Private Limited),Work From Home,3,1000,,31 Jul' 21,,Immediately
Finance,Aqle,Gurgaon,6,5000-6000,,5 Aug' 21,,Immediately
Reception Operations,Yellow Oak Realty,Mumbai,6,10000-12000,,31 Jul' 21,,Immediately
Digital Marketing,True Elements,Pune,3,12000,,31 Jul' 21,,Immediately
Chartered Accountancy (CA),Nanubhai Desai & Company,Mumbai,36,7000,,30 Jul' 21,,Immediately
Web Development,ServerGuy,Work From Home,6,10000-15000,,5 Aug' 21,,Immediately
Graphic Design,NuTaste FDL,Gurgaon,3,10000-15000,,31 Jul' 21,Yes,Immediately
Digital Marketing,Eat English,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Business Development (Sales),Urjaswa Solutions Private Limited,IndoreShivpuri,6,8000,Yes,31 Jul' 21,,Immediately
Data Entry,Vitality Living College,Work From Home,6,8000,,5 Aug' 21,,Immediately
Human Resources (HR),Rivan Solutions,SecunderabadHyderabad,6,2000,,31 Jul' 21,,Immediately
Human Resources (HR),Rivan Solutions,Work From Home,6,1000,,31 Jul' 21,,Immediately
Social Media Marketing,Rivan Solutions,Work From Home,4,1000-1500,,31 Jul' 21,,Immediately
Digital Marketing,Rivan Solutions,Work From Home,4,1000-1500,,31 Jul' 21,,Immediately
Interior Design,Ashar Marketing And Consultancy,Navi MumbaiMumbaiVashiBelapur,1,,,31 Jul' 21,,Immediately
Content Writing,BUMSONTHESADDLE,Bangalore,6,5000-8000,,31 Jul' 21,Yes,Immediately
Social Media Marketing,BUMSONTHESADDLE,Bangalore,6,10000,,31 Jul' 21,,Immediately
Video Making/Editing,Matrix International,Kolkata,2,4000,,31 Jul' 21,,Immediately
Graphic Design,YOOF,Work From Home,6,5000,,4 Aug' 21,,Immediately
Human Resources (HR),Sparsa Digital Private Limited,Gurgaon,1,10000,,3 Aug' 21,,Immediately
Telecalling & Inside Sales,Amogeo Ites India Limited,Work From Home,6,5000,Yes,4 Aug' 21,,Immediately
Campus Ambassador,Power Gummies (Aesthetic Nutrition Private Limited),Work From Home,1,,,31 Jul' 21,Yes,Immediately
Marketing,Waycool Foods And Products Private Limited,AhmedabadCoimbatoreDelhiIndoreMaduraiMangaluruMysuruPuneThiruvananthapuramSuratBangaloreHyderabadSalemPondicherryVishakhapatnamCochin,6,4000,,4 Aug' 21,,Immediately
Social Media Marketing,360 Digital Idea,Delhi,6,3000,,31 Jul' 21,,Immediately
Digital Marketing,SITARA FOODS,Ameerpet,3,8000,,4 Aug' 21,,Immediately
Animation,Frolic Frog Studios,Work From Home,6,8000,,4 Aug' 21,,Immediately
Program Direction,Thamash Media,Chennai,3,3000-6000,,31 Jul' 21,,Immediately
Business Analysis,workXmate,Work From Home,6,7500,,31 Jul' 21,,Immediately
Script Writing,Thamash Media,Chennai,3,4000-7000,,31 Jul' 21,,Immediately
Digital Marketing,Matrix International,Kolkata,2,4000,,4 Aug' 21,,Immediately
Show Anchoring,Thamash Media,Chennai,3,4000-7000,,31 Jul' 21,Yes,Immediately
Human Resources (HR),R.S.Group,Work From Home,3,1000-5000,,31 Jul' 21,,Immediately
Content Writing,Thamash Media,Chennai,3,3000-6000,,31 Jul' 21,Yes,Immediately
UI/UX Design,Mohd. Mahaboob-Ul-Islam,DelhiKolkataPuneHyderabadMumbaiNoidaBangalore,6,8000,,4 Aug' 21,Yes,Immediately
Media & Public Relations (PR),Mohd. Mahaboob-Ul-Islam,AhmedabadDelhiGurgaonKolkataPuneMumbaiNoidaBangaloreKollam,3,5000,,4 Aug' 21,Yes,15 Aug - 31 Aug' 21
Social Media Marketing,ThinkLumos,Work From Home,3,2500-5000,,30 Jul' 21,Yes,Immediately
Product Management,UFaber Edutech,Work From Home,6,8000,,4 Aug' 21,,Immediately
Construction Management,Krishna Buildestates Private Limited,Gurgaon,3,5000,,31 Jul' 21,,Immediately
Electronics Engineering,Aester India Private Limited,Cochin,2,2000,,4 Aug' 21,,Immediately
Python Development,Aester India Private Limited,Cochin,2,2000,,4 Aug' 21,,Immediately
Economic Affairs,United Nations,Delhi,Not,,,30 Sep' 21,,Not Provided
Business Development (Sales),PCTS Infrastructures Private Limited,Mumbai,3,2000,Yes,29 Jul' 21,Yes,Immediately
Marketing,Aester India Private Limited,Work From Home,2,2000,,4 Aug' 21,,Immediately
Business Development (Sales),Aester India Private Limited,Cochin,6,5000,,4 Aug' 21,,Immediately
Graphic Design,Onivart Design Studio,Hyderabad,3,10000,,31 Jul' 21,,Immediately
Digital Marketing,Krew Ventures,Bangalore,3,5000,,31 Jul' 21,,Immediately
Graphic Design,Krew Ventures,Bangalore,3,5000,,31 Jul' 21,Yes,Immediately
Facebook Ads Management,Cognitive Pixel,Ahmedabad,4,5000,,31 Jul' 21,,Immediately
Digital Transformation,United Nations Development Programme,Work From Home,3,,,30 Jul' 21,,Not Provided
Executive Assistant (To CEO),Mohd. Mahaboob-Ul-Islam,DelhiGurgaonKolkataPuneHyderabadMumbaiKochiNoidaBangalore,4,6000,,31 Jul' 21,Yes,15 Aug - 31 Aug' 21
Chartered Accountancy (CA),Bizadvisors ITES Private Limited,DelhiNoida,6,2000,,4 Aug' 21,,Immediately
Google Ads,Cognitive Pixel,Ahmedabad,4,5000,,31 Jul' 21,,Immediately
Laravel Development,Vardaam Web Solutions Private Limited,Vadodara,6,10000,,31 Jul' 21,,Immediately
Administrative Operations,Rothshield Insurance TPA Limited,Mumbai,6,5000-6000,,30 Jul' 21,,Immediately
DevOps & Site Reliability Engineering,RedCarpetUp,Work From Home,6,17000-25000,,4 Aug' 21,,Immediately
Web Development,YOOF,Work From Home,6,4000,,4 Aug' 21,,Immediately
Data Engineering,ExactSpace,Work From Home,6,10000,,4 Aug' 21,,Immediately
ML & DevOps,ExactSpace,Work From Home,6,10000,,4 Aug' 21,,Immediately
System Administration,Plus91 Technologies,Pune,6,5000,,31 Jul' 21,,Immediately
Web Development,OpenCubicles Technologies Private Limited,Work From Home,4,6000-8000,,6 Aug' 21,,Immediately
Business Development (Sales),Urbane Angels (UA Square Incorporation),ChennaiCoimbatoreMaduraiNagercoilTiruchirappalliSalem,3,2000,Yes,4 Aug' 21,,Immediately
Business Development (Sales),Nilesh Mehta,PunePimpri-Chinchwad,3,10000,,31 Jul' 21,,Immediately
Digital Marketing,Parablu Systems Private Limited,Bangalore,3,7000,,4 Aug' 21,,Immediately
Web Development,MudraCircle,Work From Home,6,1000,,4 Aug' 21,,Immediately
Human Resources (HR),Revidd,Work From Home,3,3000,,31 Jul' 21,,Immediately
Operations,Anuprayaas,ChennaiKolkataThrissurKochiDelhi,1,1500 (weekly),,31 Jul' 21,Yes,Immediately
Business Development (Sales),GrowYT,Work From Home,6,7000,,31 Jul' 21,,Immediately
Digital Marketing,Netglobes,Ahmedabad,3,3000-7000,,31 Jul' 21,,Immediately
Business Development (Sales),KitchenXS,Chandigarh,3,2000,Yes,31 Jul' 21,,Immediately
Digital Marketing,THE UNIQUE CULTURE,Bhubaneswar,4,12000,,31 Jul' 21,,Immediately
Human Resources (HR),Terrano Info Solutions Private Limited,Work From Home,3,1000,,31 Jul' 21,,Immediately
Digital Marketing,Webportal.in,AhmedabadGandhinagarRajkotSurat,2,3000,,30 Jul' 21,,Immediately
Digital Business Management,Sandeep Pal,Work From Home,2,15000,Yes,31 Jul' 21,Yes,Immediately
Web Development,Webportal.in,Mumbai,3,5000,,30 Jul' 21,,Immediately
Human Resources (HR),Aqle,Gurgaon,6,5000-6000,,4 Aug' 21,,Immediately
Content Writing,GOHASH TRAVEL Private Limited,Bangalore,3,20000,,4 Aug' 21,,Immediately
Photography,DFL Fashionistas India Private Limited,PunePimpri-Chinchwad,3,10000,,31 Jul' 21,,Immediately
Digital Marketing,Scinuvo Consumer Products LLP,Work From Home,6,5000,,31 Jul' 21,Yes,Immediately
Digital Marketing,MudraCircle,Work From Home,6,1000,,4 Aug' 21,,Immediately
Graphic Design,MudraCircle,Work From Home,6,1000-1001,,4 Aug' 21,,Immediately
Mobile App Development,MudraCircle,Work From Home,6,1000,,4 Aug' 21,,Immediately
Content Writing,MudraCircle,Work From Home,6,1000,,4 Aug' 21,Yes,Immediately
Software Development (PHP Laravel)- Backend,MudraCircle,Work From Home,6,1000,,4 Aug' 21,,Immediately
Full Stack Development,Settyl,Work From Home,6,3000-6000,,31 Jul' 21,Yes,Immediately
Graphic Design,Netglobes,Ahmedabad,3,3000-7000,,31 Jul' 21,Yes,Immediately
Data Research (Internet),EmpiroLuxy Management And Digital Solutions Private Limited,Work From Home,2,,,31 Jul' 21,,Immediately
Finance,Easemint,Navi Mumbai,6,5000,,3 Aug' 21,,Immediately
Business Development (Sales),Spinnovative Solutions,Bangalore,3,7500-10000,,31 Jul' 21,,Immediately
Operations,SabPaisa,Mumbai,6,5000,,3 Aug' 21,,Immediately
Human Resources (HR),Xpress Minds Edutainment Private Limited,Delhi,3,15000,,31 Jul' 21,,Immediately
Software Development,CloudVandana Solutions,Work From Home,3,5000-10000,,31 Jul' 21,,Immediately
Business Development (Sales),Deal Global Fashions Private Limited,Mumbai,3,10000,,5 Aug' 21,,Immediately
Graphic Design,Padukone - Dravid Centre For Sports Excellence,Bangalore,3,10000,,3 Aug' 21,,Immediately
Online Teaching (Abacus & Vedic Maths),Modern Atharva Maths Soroban Study,Work From Home,2,1000-2500,,31 Jul' 21,Yes,Immediately
Digital Marketing,Skoodos (Spherion Solutions Private Limited),Work From Home,3,7000,,31 Jul' 21,,Immediately
Trek Leading,Lazy Monk,DharamshalaManaliKasol,4,2000,,1 Aug' 21,,Immediately
Marketing,Power N Pack,ThaneNavi MumbaiMumbai,2,5000,,31 Jul' 21,,Immediately
Project Management,PolicyEra,Mumbai,6,5000,,31 Jul' 21,,Immediately
Mobile App Development,Helios Soft Solutions,AdilabadKarimnagarHyderabadNizamabadVijayawadaVishakhapatnam,3,3000,,31 Jul' 21,,Immediately
Search Engine Optimization (SEO),Applanding.page,Work From Home,6,5000,,31 Jul' 21,,Immediately
UI/UX Design,Yug Online Services Private Limited,Noida,3,6000,,31 Jul' 21,,Immediately
Sales (Executive/Manager),AyushmaanBhawa,Hyderabad,1,10000-20000,,31 Jul' 21,Yes,Immediately
UI/UX Development (Analysis),PythonMate,Work From Home,1,2000,,3 Aug' 21,Yes,Immediately
Content Writing,Wixeey,Work From Home,1,1000-3000,,3 Aug' 21,Yes,Immediately
Social Media Marketing,Mass Trans Express Private Limited,Work From Home,6,1000,,31 Jul' 21,,Immediately
Human Resources (HR),Growth360,Work From Home,3,11000,,31 Jul' 21,,Immediately
Social Media Marketing,Kinfos Events Private Limited,Gurgaon,3,10000,,31 Jul' 21,,Immediately
Web Development,Helios Soft Solutions,AdilabadKarimnagarWarangalHyderabadNizamabadVijayawadaVishakhapatnam,3,3000,,31 Jul' 21,Yes,Immediately
Research Assistance,Blitz Jobs,FaridabadGurgaonSonipatPanipat,4,10000,,31 Jul' 21,,Immediately
Math Video Quality Check (Malayalam Video Solutions),Shadovein,Work From Home,6,3000,,31 Jul' 21,,Immediately
Business Development (Sales),Classbuk,Work From Home,1,4000,Yes,30 Jul' 21,,Immediately
Graphic Design,LIMEWIT,Work From Home,3,5000,,31 Jul' 21,,Immediately
Physics Video Quality Check (Tamil Video Solutions),Shadovein,Work From Home,6,3000,,31 Jul' 21,,Immediately
Physics Video Quality Check (Malayalam Video Solutions),Shadovein,Work From Home,6,3000,,31 Jul' 21,,Immediately
Operations,Urjaswa Solutions Private Limited,IndoreShivpuri,6,8000,Yes,31 Jul' 21,Yes,Immediately
Web Development,Forbizz Limited,Work From Home,3,5000,,31 Jul' 21,,Immediately
Content Writing,Yug Online Services Private Limited,Noida,3,6000,,31 Jul' 21,,Immediately
Chemistry Video Quality Check (Tamil Video Solutions),Shadovein,Work From Home,6,3000,,31 Jul' 21,,Immediately
Graphic Design,PerspectAI,Hyderabad,3,15000-20000,,31 Jul' 21,,Immediately
Chemistry Video Quality Checking (Malayalam Video Solutions),Shadovein,Work From Home,6,3000,,31 Jul' 21,,Immediately
iOS App Development,Yug Online Services Private Limited,Noida,3,6000,,31 Jul' 21,,Immediately
Content Writing,Bu - So Private Limited,Lucknow,3,4000,,9 Aug' 21,Yes,Immediately
Database Engineering,Cabalo Labs Private Limited,Bangalore,3,10000,,30 Jul' 21,,Immediately
Marketing,Robocom International,Work From Home,2,6000,,31 Jul' 21,,Immediately
Embedded Systems,I- CLEAR Technologies Private Limited,Delhi,6,15000-18000,,3 Aug' 21,,Immediately
Operations,Anuprayaas,KolkataDelhi,1 (Week),1200 (weekly),,31 Jul' 21,,Immediately
Cricket Content Writing (Tamil),Sports4All,Work From Home,1,1000,,31 Jul' 21,Yes,Immediately
Biology Video Quality Checking (Tamil Video Solutions),Shadovein,Work From Home,6,3000,,31 Jul' 21,,Immediately
